polarity,tweet,dates
0.0,TCS RNTata2000 U MK DIFFRCE IN PPLS LIVES I SM HERE AGAIN2 CHNGE UR CANDIDATE SELECTION PROCESS 1 How can a c,07-03-2021
0.25,RT sidmariner89 Do whatever u want to do first give some money to dgshipgoi so that they can hire TCS or Infosys to run its site S,07-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,07-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,07-03-2021
0.5333333333333333,RT TCS Women of TCS are breaking stereotypes smashing barriers and charting a course of their own Hear more about the inspirational jou,07-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,07-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,07-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,07-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,07-03-2021
0.0,PwC You reason of isro for sales FinMinIndia ECISVEEP nasscom close all MS DAX ERP SamsungIndia,07-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,07-03-2021
-0.5,RT HemantR91929333 Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia EduMinOf,07-03-2021
-0.5,Dont miss how leaders handle difficult situations with compassion TCS TCSEurope RNTata2000 TexMinIndia,07-03-2021
-0.1,RT Vinisha27738476 We are powered by science shaped by engineering driven by technology Be curious Stay insp,07-03-2021
0.0,Vamshiikrish TCS bitswgl TCSiON Keep going vamshi,07-03-2021
0.0,Mrprofessor7 TCS bitswgl TCSiON Thankyou,07-03-2021
0.0,Vamshiikrish TCS bitswgl TCSiON Congratulations bro,07-03-2021
0.0,FisheriesGoI pcsarangi girirajsinghbjp MPEDACOCHIN nfdbindia FDepar2 IndrayaniRiver TataPower tatatrusts,07-03-2021
0.5,When TCS amalgamated tcseserve why EPF was not amalgamated for every employees socialepfo its more than 3 yea,07-03-2021
0.0,Congratulations arushiesinha on making it to the GodrejPRmomentAdfactors3030 list for 2021,07-03-2021
0.5,RT businessline LampT was the top gainer in the Sensex pack rising around 2 per cent followed by ONGC NTPC HDFCBank IndusInd Bank,07-03-2021
0.5,LampT was the top gainer in the Sensex pack rising around 2 per cent followed by ONGC NTPC HDFCBank IndusInd B,07-03-2021
0.0,sidmariner89 SeafarerstaxOrg dgshipgoi TCS Infosys Its almost 2mnths still master chaker is downn Ministery is talking abt vision,07-03-2021
0.45,Dear respected proud indians i dont have any source in TCS thats way i directly request youtatacomm kramanuj,07-03-2021
0.0,sidmariner89 SeafarerstaxOrg dgshipgoi TCS Infosys Master checker under maintenance from last one month Don,07-03-2021
0.25,RT sidmariner89 Do whatever u want to do first give some money to dgshipgoi so that they can hire TCS or Infosys to run its site S,07-03-2021
0.25,RT sidmariner89 Do whatever u want to do first give some money to dgshipgoi so that they can hire TCS or Infosys to run its site S,07-03-2021
1.0,KathyBurstein StoupasTeresa melsgallagher TCS ToddLaVogue AndrewRuiz Its perfect,07-03-2021
0.0,StoupasTeresa lumarid melsgallagher TCS ToddLaVogue I just told AndrewRuiz on Facebook that the dinosaur co,07-03-2021
0.25,Do whatever u want to do first give some money to dgshipgoi so that they can hire TCS or Infosys to run its s,07-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,07-03-2021
0.0,The UnitedNYCHalf may be virtual this year but you can still immerse yourself in Times Square with this 360degre,07-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,07-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,07-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,07-03-2021
0.8,Iam Happy to share that Im selected in TCS as Assistant system Engineer Thankyou Each and Everyone for supportin,07-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,07-03-2021
0.5333333333333333,RT TCS Women of TCS are breaking stereotypes smashing barriers and charting a course of their own Hear more about the inspirational jou,07-03-2021
0.5333333333333333,RT TCS Women of TCS are breaking stereotypes smashing barriers and charting a course of their own Hear more about the inspirational jou,07-03-2021
-0.07500000000000001,taslimanasreen arghyac555 I am both disappointed of fellow Parsi who own and lead TataCompanies that they even c,07-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,07-03-2021
0.0,RT BiIndia Tata Consultancy Services TCS CFO V Ramakrishnan explains how the role of a finance head has been changed by the pandem,07-03-2021
0.0,TCS OM NAMAH SHIVAY retweet for BHOLE NATH,07-03-2021
0.8,Great partners help WileyGlobal drive innovation and deliver great technology solutions Our partnership with,07-03-2021
0.5333333333333333,RT TCS Women of TCS are breaking stereotypes smashing barriers and charting a course of their own Hear more about the inspirational jou,07-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,07-03-2021
0.0,RT TCSResearch Congratulations to this years Winner and Honorable Mention recipient for the Indiaacm ACM India Doctoral Dissertation Aw,07-03-2021
0.5333333333333333,RT TCS Women of TCS are breaking stereotypes smashing barriers and charting a course of their own Hear more about the inspirational jou,07-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,07-03-2021
0.5333333333333333,RT TCS Women of TCS are breaking stereotypes smashing barriers and charting a course of their own Hear more about the inspirational jou,07-03-2021
0.0,TCS can you provide me a phone number for Human Resources,07-03-2021
0.5333333333333333,RT TCS Women of TCS are breaking stereotypes smashing barriers and charting a course of their own Hear more about the inspirational jou,07-03-2021
0.5333333333333333,RT TCS Women of TCS are breaking stereotypes smashing barriers and charting a course of their own Hear more about the inspirational jou,07-03-2021
0.0,MoPNGeSeva HPCL Cyberdost MumbaiPolice PMOIndia ndtv DCPCCCDelhi Cyberpolicekmr FinMinIndia AmitShah,07-03-2021
0.0,TCS AICTEINDIA I am studying csbs,07-03-2021
0.0,How has the pandemic changed the way consumers interact with companies and how could Internet of Things devices he,07-03-2021
-0.6,As a result of the pandemic there has been an uptick in demand for artificial intelligence and Internet of Things,07-03-2021
0.0,RT TCSResearch Congratulations to this years Winner and Honorable Mention recipient for the Indiaacm ACM India Doctoral Dissertation Aw,07-03-2021
0.26666666666666666,At TCS we celebrate diversity everyday Great to see society as a whole is recognizing it,07-03-2021
0.05,Transforming from a publisher to a digital disruptor heres how TCS helped WileyGlobal to successfully complete,07-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,07-03-2021
0.0,RT constellationr Did you see the updated ShortList for Innovation Services and Engineering by rwang0 Accentur,07-03-2021
0.0,RT DigitalImpactSq Thank you Sanjay Kimbahune Senior Scientist TCS for constant mentorship guiding our innovators to create compellin,07-03-2021
0.0,Did you see the updated ShortList for Innovation Services and Engineering by rwang0,07-03-2021
0.0,RT DigitalImpactSq Thank you Sanjay Kimbahune Senior Scientist TCS for constant mentorship guiding our innovators to create compellin,07-03-2021
0.0,Despite TCS being their IT partner atleast for hdfcsec website as mentioned on their website 2017 TCS,07-03-2021
0.3,Monster Day TCS What fun,07-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,07-03-2021
0.0,Thank you Sanjay Kimbahune Senior Scientist TCS for constant mentorship guiding our innovators to create compel,07-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,07-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,07-03-2021
0.06666666666666668,RT chandrarsrikant Its okay to feel guilty But the most important thing is that guilt should not last beyond a day Never feel guilty,07-03-2021
0.0,RT chandrarsrikant Featuring 4 of TCS SheroesShilpa Rao HeadOptumera amp Strategic Growth Initiatives Prabha Thomas VP and Chief R,07-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,07-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,07-03-2021
0.3181818181818182,RT NiteshBhatnag02 Hello AllPresenting our new video on Indias Top 5 IT companiesRequest you to please wa,07-03-2021
0.14285714285714288,RT TCS In a world surrounded by labels women are not only challenging these beliefs but are also redefining capabilities every single da,07-03-2021
0.7,MedhajNewsApp ArvindKejriwal TCS SuperTataLopes TataSteelLtd tatapowerddl RNTata2000 DelhiHigh Good,07-03-2021
0.0,RT ResilienceFirst Last places remaining to our webinar on Decarbonisation in manufacturing where well be exploring the role tech dis,07-03-2021
0.8,BESTUofG UofGEngineering UofGlasgow IntuitiveItn RavinderSDahiya MSCActions ItzSHASHANK TCS Its a great p,07-03-2021
0.0,Last places remaining to our webinar on Decarbonisation in manufacturing where well be exploring the role tech,07-03-2021
-0.08333333333333333,TCS Hi TCS Raised Ticket on ultimatix to transfer my previous employer pf to tcs need pf money medical emerge,07-03-2021
0.15,TCS There is usually a distinct rampup in MampA activities during a crisis The pandemic could present opportunit,07-03-2021
0.13636363636363635,RT TCS With changing consumption patterns newspaper publishing houses need to reevaluate their valuechain Our new blog explores the f,07-03-2021
0.13636363636363635,RT TCS With changing consumption patterns newspaper publishing houses need to reevaluate their valuechain Our new blog explores the f,07-03-2021
0.13636363636363635,RT TCS With changing consumption patterns newspaper publishing houses need to reevaluate their valuechain Our new blog explores the f,07-03-2021
0.13636363636363635,RT TCS With changing consumption patterns newspaper publishing houses need to reevaluate their valuechain Our new blog explores the f,07-03-2021
1.0,RT TCS Our CIO AbhijitMazumder is going to be at the 10th Annual IDC IDG CIO Summit 2021 Join the discussion as he shares some best,07-03-2021
0.0,RT BiIndia Tata Consultancy Services TCS CFO V Ramakrishnan explains how the role of a finance head has been changed by the pandem,07-03-2021
0.0,Tata Consultancy Services TCS CFO V Ramakrishnan explains how the role of a finance head has been changed by,07-03-2021
0.0,RT sathishganesh Thank you chandrarsrikant Besides them I also admire DrRituAnand Chief Leadership and Diversity officer at TCS,07-03-2021
0.0,sathishganesh DrRituAnand TCS She couldnt make it Hope to speak to her soon,07-03-2021
0.0,Thank you chandrarsrikant Besides them I also admire DrRituAnand Chief Leadership and Diversity officer at,07-03-2021
0.5,RT moneycontrolcom While women entering the workforce has become easier whats still challenging is for women to stay there chandra,07-03-2021
0.15833333333333333,Most rich people in India must contribute as wealth tax to uplift poor deprived off deserved children Become,07-03-2021
0.5,While women entering the workforce has become easier whats still challenging is for women to stay there,07-03-2021
-0.05,TCS ION digital conduct some exam in their TCS gitobian center I am student and i am a participant of competiti,07-03-2021
0.5,chandrarsrikant TCS TataCompanies Inspiring insights Thank you for highlighting these achievers,07-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,07-03-2021
0.45,Dear respected proud indians i dont have any source in TCS thats way i directly request youtatacomm kramanuj,07-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,07-03-2021
0.0,Congratulations to this years Winner and Honorable Mention recipient for the Indiaacm ACM India Doctoral Disserta,07-03-2021
0.0,RT chandrarsrikant My partner is equally contributing to the things that we are doing Just before the pandemic I was traveling almost,07-03-2021
0.5,RT chandrarsrikant While it has become easier for women to enter the workforce what remains challenging is staying there But these 4 lea,07-03-2021
0.18,Its okay to feel guilty But the most important thing is that guilt should not last beyond a day Never feel guil,07-03-2021
0.0,My partner is equally contributing to the things that we are doing Just before the pandemic I was traveling almo,07-03-2021
-0.1875,I have traveled abroad with my little son and I just took my mother along Once I took my motherinlaw along You,07-03-2021
0.0,There are things you have to accept that maybe you have to outsource some of your work on the personal side and th,07-03-2021
0.0,Featuring 4 of TCS SheroesShilpa Rao HeadOptumera amp Strategic Growth Initiatives Prabha Thomas VP and Chie,07-03-2021
0.5,While it has become easier for women to enter the workforce what remains challenging is staying there But these 4,07-03-2021
0.0,RT SaibalChDutta SecySanjay MOSMEA MEAIndia passportsevamea IndianDiplomacy indiandiplomats rpodelhi rpotrivandrum CPVIndia,07-03-2021
0.0,RT NavitaSrikant SecySanjay MOSMEA MEAIndia passportsevamea IndianDiplomacy indiandiplomats rpodelhi rpotrivandrum CPVIndia TC,07-03-2021
0.0,RT JournoNimish SecySanjay MOSMEA MEAIndia passportsevamea IndianDiplomacy indiandiplomats rpodelhi rpotrivandrum CPVIndia TC,07-03-2021
0.0,RT AjayKushwaha SecySanjay MOSMEA MEAIndia passportsevamea IndianDiplomacy indiandiplomats rpodelhi rpotrivandrum CPVIndia TC,07-03-2021
0.0,Anyone knows whats the starting salary of technical services entry level Engineers in s,07-03-2021
0.5,While women entering the workforce has become easier whats still challenging is for women to stay there TCS in,07-03-2021
0.7,SarthakEducati2 AdaniOnline CapgeminiIndia NSDCINDIA TCS ICICIBank PiramalGroup GiveIndia Good,07-03-2021
0.0,RT shayshik The MicroFocusUniverse APJ agenda has 5 different track sessions from which you can choose Build your agenda now and be su,07-03-2021
0.0,The MicroFocusUniverse APJ agenda has 5 different track sessions from which you can choose Build your agenda now,07-03-2021
0.0,RT TCS Siva Ganesan Global Head Microsoft Business Unit TCS amp Takuya Hirano VP Global Alliances amp Systems Integrators Partners Mic,07-03-2021
0.0,RT zinier Tomorrow VR AR AI which technologies will the hybrid field service workforce leverage in the future Our Innovation on the,07-03-2021
0.5,RT SecySanjay On IWD2021 Women from armed forces doctors teachers pilot railway pilots media PSKs gave inspiring speeches on achi,07-03-2021
0.0,RT BiIndia EXCLUSIVE TCS CFO explains how the role of a finance head has been changed by the pandemic By,07-03-2021
0.2,ThahdheelT TCS somen2u Thanks Sir,07-03-2021
0.0,RT musafirbala Compassionate innovation has been a founding principle of TCS Foundations DigitalImpactSq empoweringwomen amp youth to,07-03-2021
0.0,RT HaleChris Embracing digital technologies to accelerate the mass vaccination drive TCS covid19 dataprivacy,07-03-2021
0.0,RT BiIndia EXCLUSIVE TCS CFO explains how the role of a finance head has been changed by the pandemic By,07-03-2021
0.0,RT BiIndia EXCLUSIVE TCS CFO explains how the role of a finance head has been changed by the pandemic By,07-03-2021
0.25,After All Men will be Men whether commen men or Tata wether Married or even bachelor anandmahindra,07-03-2021
0.0,abhipathak TCS Yeah I have scored 1612 in nqt and 3560 in programming Is there any chance to get an interview call,07-03-2021
0.0,RT BiIndia EXCLUSIVE TCS CFO explains how the role of a finance head has been changed by the pandemic By,07-03-2021
0.0,RT musafirbala Compassionate innovation has been a founding principle of TCS Foundations DigitalImpactSq empoweringwomen amp youth to,07-03-2021
0.0,We Shall higly obliged to youThanks a lotRRBKOLKATA chennairrb rrbsecunderabad PiyushGoyal,07-03-2021
0.5,RT SecySanjay On IWD2021 Women from armed forces doctors teachers pilot railway pilots media PSKs gave inspiring speeches on achi,07-03-2021
0.0,RT Seraphimllp The pandemic its resultant flexibility amp remoteworking has given impetus to companies to boost gender diversity Lea,07-03-2021
0.0,Compassionate innovation has been a founding principle of TCS Foundations DigitalImpactSq empoweringwomen amp y,07-03-2021
0.0,RT HaleChris Embracing digital technologies to accelerate the mass vaccination drive TCS covid19 dataprivacy,07-03-2021
0.0,RT nyrr Get a sneak peek at the Virtual UnitedNYCHalf Try it on with our official event app powered by TCS Features include,07-03-2021
0.8,Great story of efficiency passportsevamea DrSJaishankar MOSMEA MEAIndia TCS PeopleTCS,07-03-2021
-0.4047619047619048,RT falgunij Working for TCS i believed that investing in TataMotors would be the right thing to do but it has failed miserably on our,07-03-2021
-0.1875,reliancegroup gautamadani TataSteelLtd TataMotors InfyFoundation TCS Please help my little angel,07-03-2021
0.0,Tomorrow VR AR AI which technologies will the hybrid field service workforce leverage in the future Our Innov,07-03-2021
0.0,Get a sneak peek at the Virtual UnitedNYCHalf Try it on with our official event app powered by TCS Feat,07-03-2021
0.0,RT BiIndia EXCLUSIVE TCS CFO explains how the role of a finance head has been changed by the pandemic By,07-03-2021
-0.5,redcolleen17 TataCompanies TCS RNTata2000 tatatrusts TataMotors Fake see my twit posted before on this,07-03-2021
0.0,The MicroFocusUniverse APJ agenda has 5 different track sessions from which you can choose Build your agenda now,07-03-2021
0.4,TataCompanies harshadde TCS RNTata2000 tatatrusts TataMotors Sir I wanna know is dis a genuine offer letter,07-03-2021
0.0,RT HaleChris Embracing digital technologies to accelerate the mass vaccination drive TCS covid19 dataprivacy,07-03-2021
0.0,RT HaleChris Embracing digital technologies to accelerate the mass vaccination drive TCS covid19 dataprivacy,07-03-2021
0.0,Embracing digital technologies to accelerate the mass vaccination drive TCS covid19 dataprivacy TCSDigitalTech,07-03-2021
0.0,CORRECTION Head of TMT Sales TCS prisethi on coopetition in the tech industry Companies have started reali,07-03-2021
0.0,RT EndersAnalysis Head of TMT Sales TCS Priyaka Sethi on coopetition in the tech industry Companies have started realising that th,07-03-2021
0.0,RT EndersAnalysis The Tech panel at mediatelco2021 has started tackling the increasing convergence of media and technology and the imp,07-03-2021
0.0,RajivKumar1 OECD NITIAayog narendramodi nsui BJP4WBengal DilipGhoshBJP AICTEINDIA RBI DasShaktikanta,07-03-2021
0.0,atishub TCS ICICIBank AxisBank AxisMutualFund AxisBankSupport bombayquiz DelhiQuizClub quizclubiitm,07-03-2021
-0.1,Botched up online electric recharges services in my state is another proof that this state is not ready to go onlin,07-03-2021
0.22000000000000006,RT Trasolutions Enjoy the most economic rides in Mumbai Sedan starting 15km amp SUV starting 18 km RideBefikar with travellingso,07-03-2021
0.0,RT TCS Medical Devices are continually evolving amp generating newer clinical data We explore implementing AI driven Electronic Data Capt,07-03-2021
0.25,RT Team5Trillion In India there are about 330 companies whose market value has exceeded a billiondollar higher than countries like C,07-03-2021
0.22000000000000006,RT Trasolutions Enjoy the most economic rides in Mumbai Sedan starting 15km amp SUV starting 18 km RideBefikar with travellingso,07-03-2021
0.22000000000000006,Enjoy the most economic rides in Mumbai Sedan starting 15km amp SUV starting 18 km RideBefikar with,07-03-2021
0.0,RT IDCInd Join our speakers and partners Craw AMDIndia xk127001 DellTechIndia TCS HitachiVantara rajnisharora sourabhc TSBH,07-03-2021
0.25,From problem solving to digital transformation discover top tips and advice from Brian Smith of TCS as he spoke,07-03-2021
0.0,Discover the key considerations to enable process improvement as part of digital transformation as Brian Smith of,07-03-2021
0.575,timesofindia True lol TCS amazon Flipkart Wipro Infosys Cognizant DeloitteIndia Deloitte techmahindracsr,07-03-2021
1.0,We congratulate our Students their parents and esteemed faculty members for excellent placementtcs,07-03-2021
0.0,RT TCS Siva Ganesan Global Head Microsoft Business Unit TCS amp Takuya Hirano VP Global Alliances amp Systems Integrators Partners Mic,07-03-2021
0.0,RT TCS Medical Devices are continually evolving amp generating newer clinical data We explore implementing AI driven Electronic Data Capt,07-03-2021
0.13636363636363635,TCS dgftindia eMPS challan not link with new online payment mode of EPCG amp ALSError has been showing NO RECOR,07-03-2021
0.0,RT BiIndia EXCLUSIVE TCS CFO explains how the role of a finance head has been changed by the pandemic By,07-03-2021
0.0,Attend Sessions Now BlueStarLtd CoolMyWorld rallisindia TataChemicals TCS,07-03-2021
0.45,Dear respected proud indians i dont have any source in TCS thats way i directly request youtatacomm kramanuj,07-03-2021
0.0,EXCLUSIVE TCS CFO explains how the role of a finance head has been changed by the pandemic,07-03-2021
0.0,RT TCS Medical Devices are continually evolving amp generating newer clinical data We explore implementing AI driven Electronic Data Capt,07-03-2021
0.0,RT TCS Medical Devices are continually evolving amp generating newer clinical data We explore implementing AI driven Electronic Data Capt,07-03-2021
0.0,RT TCS Medical Devices are continually evolving amp generating newer clinical data We explore implementing AI driven Electronic Data Capt,07-03-2021
0.0,The pandemic its resultant flexibility amp remoteworking has given impetus to companies to boost gender,07-03-2021
0.0,GES2021 musafirbala TCS DavidRFinTech look forward GCN SDG5,07-03-2021
0.0,SecySanjay MOSMEA MEAIndia passportsevamea IndianDiplomacy indiandiplomats rpodelhi rpotrivandrum,07-03-2021
0.5,RT SecySanjay On IWD2021 Women from armed forces doctors teachers pilot railway pilots media PSKs gave inspiring speeches on achi,07-03-2021
0.6333333333333333,We are proud of our IT industry but why couldnt government banks make their own IT infrastructure more efficient,07-03-2021
0.0,TCS I am an ex TCSer Recently I got a chance of giving interview I never hide that I am an ex TCSer During Inte,07-03-2021
-0.11250000000000004,RT rajeevjassal Why dgshipgoi website cannot be maintained by major IT company like TCSPlatform is outdated only supports Internet,07-03-2021
0.26666666666666666,RT musafirbala Digital is a great equalizer especially as the world rebounds from COVID19 Looking forward sharing TCS perspective,07-03-2021
0.26666666666666666,RT musafirbala Digital is a great equalizer especially as the world rebounds from COVID19 Looking forward sharing TCS perspective,07-03-2021
0.6,RT TCS We are delighted to share that TCS Hyderabad has been conferred with the Inspiring People Practices Award by FollowCII The awa,07-03-2021
0.5,RT SecySanjay On IWD2021 Women from armed forces doctors teachers pilot railway pilots media PSKs gave inspiring speeches on achi,07-03-2021
0.5,RT SecySanjay On IWD2021 Women from armed forces doctors teachers pilot railway pilots media PSKs gave inspiring speeches on achi,07-03-2021
0.0,The MicroFocusUniverse APJ agenda has 5 different track sessions from which you can choose Build your agenda now,07-03-2021
0.0,RT TCS Siva Ganesan Global Head Microsoft Business Unit TCS amp Takuya Hirano VP Global Alliances amp Systems Integrators Partners Mic,07-03-2021
0.0,The MicroFocusUniverse APJ agenda has 5 different track sessions from which you can choose Build your agenda now,07-03-2021
0.0,sarthaksaxenas TCS somen2u Congrats,07-03-2021
0.5,RT SecySanjay On IWD2021 Women from armed forces doctors teachers pilot railway pilots media PSKs gave inspiring speeches on achi,07-03-2021
0.5,RT SecySanjay On IWD2021 Women from armed forces doctors teachers pilot railway pilots media PSKs gave inspiring speeches on achi,07-03-2021
0.0,RT dinakholkar TCS analytics amp insights reflects on the year gone by 8 March 2020 to 8 March 2021DrRituAnand,07-03-2021
0.25416666666666665,RT TCSUKI DrRituAnand of TCS explained how she is working hard to inspire women in the workplace and help them achieve great things,07-03-2021
0.26666666666666666,RT musafirbala Digital is a great equalizer especially as the world rebounds from COVID19 Looking forward sharing TCS perspective,07-03-2021
0.3875,TCS DGCAIndia TCS may pls feel free to call genuinely want to help create a SAFER Simpler more Logical eGCA Web eLogbook app,07-03-2021
0.26666666666666666,Digital is a great equalizer especially as the world rebounds from COVID19 Looking forward sharing TCS persp,07-03-2021
0.4,DGCAIndia TCS until entries are confirmed the user should be allowed to make corrections the Apps are even,07-03-2021
0.0,DGCAIndia TCS SPLITTING OF HOURS INTO DAY NIGHT SHOULD BE AUTOMATIC AS IS CALCULATION OF HOURS IS DONE USING T,07-03-2021
0.15714285714285714,DGCAIndia TCS Feedback on eDGCA site CERTAIN ITEMS NEED TO BE FIXED IN THE PROFILE ITSELF LIKEOPERATOR V,07-03-2021
0.5,RT SecySanjay On IWD2021 Women from armed forces doctors teachers pilot railway pilots media PSKs gave inspiring speeches on achi,07-03-2021
-0.029166666666666664,TCS DGCAIndia shame on the name of TATA A simple job made Super Painful Even a first grader would have done a,07-03-2021
0.5,RT SecySanjay On IWD2021 Women from armed forces doctors teachers pilot railway pilots media PSKs gave inspiring speeches on achi,07-03-2021
0.5,TCS DGCAIndia eLogbook horrendous effort by DGCA amp TCS eLogbook has become the centre of attention sure as,07-03-2021
0.5,On IWD2021 Women from armed forces doctors teachers pilot railway pilots media PSKs gave inspiring speeches,07-03-2021
0.8,lumarid AnnickCharlot TCS StoupasTeresa ToddLaVogue Happy birthday,07-03-2021
0.0,RT TCSUKI How can we reimagine our workplaces to create a brighter future Ramkumar Chandrasekaran of TCS shares his thoughts,07-03-2021
0.0,RT IBMChampions Coming March 10 Catch IBMChampion santhoshramesh in this collaborative workshop created by TCS amp IBM Developer that w,07-03-2021
0.4,RT TCSUKI At TCS we celebrate our diversity and are proud that our UK team encompasses 54 different nationalities But we want to do,07-03-2021
0.0,RT TCS Siva Ganesan Global Head Microsoft Business Unit TCS amp Takuya Hirano VP Global Alliances amp Systems Integrators Partners Mic,07-03-2021
0.5,RT GuidewirePandC Thank you to more of our GuidewireConnections Gold sponsors IVANSInsurance OneIncSystems OExstream Quadient,07-03-2021
0.5,RT GuidewirePandC Thank you to more of our GuidewireConnections Gold sponsors IVANSInsurance OneIncSystems OExstream Quadient,07-03-2021
0.5,RT GuidewirePandC Thank you to more of our GuidewireConnections Gold sponsors IVANSInsurance OneIncSystems OExstream Quadient,07-03-2021
0.5,RT GuidewirePandC Thank you to more of our GuidewireConnections Gold sponsors IVANSInsurance OneIncSystems OExstream Quadient,07-03-2021
0.5,Thank you to more of our GuidewireConnections Gold sponsors IVANSInsurance OneIncSystems OExstream,07-03-2021
0.0,RT gppulipaka At tomorrows conference speakers include Chief Data Scientist at Oracle Vikas Agarwal Prasant Misra Chief Data Scien,07-03-2021
0.0,RT gppulipaka At tomorrows conference speakers include Chief Data Scientist at Oracle Vikas Agarwal Prasant Misra Chief Data Scien,07-03-2021
0.0,RT gppulipaka At tomorrows conference speakers include Chief Data Scientist at Oracle Vikas Agarwal Prasant Misra Chief Data Scien,07-03-2021
0.0,At tomorrows conference speakers include Chief Data Scientist at Oracle Vikas Agarwal Prasant Misra Chief Dat,07-03-2021
0.6,RT IBMDeveloper Learn best practices for integrating applications Cover real world scenarios from our partner TCS Get handso,07-03-2021
0.8,lumarid StoupasTeresa AnnickCharlot TCS ToddLaVogue Happy birthday,07-03-2021
0.6,RT IBMDeveloper Learn best practices for integrating applications Cover real world scenarios from our partner TCS Get handso,07-03-2021
0.0,RT TCS InConversation with forbesindiaOur Chief Leadership amp Diversity Officer DrRituanand and our Chief Marketing Officer raja,07-03-2021
0.6,RT IBMDeveloper Learn best practices for integrating applications Cover real world scenarios from our partner TCS Get handso,07-03-2021
0.01818181818181817,RT tcsna MampA playbooks increase the chance for optimal execution of the pre to postdeal journey to achieve expected synergies A new w,07-03-2021
-0.1,MampA playbooks increase the chance for optimal execution of the pre to postdeal journey to achieve expected synerg,07-03-2021
0.0,SecySanjay MOSMEA MEAIndia passportsevamea IndianDiplomacy indiandiplomats rpodelhi rpotrivandrum,07-03-2021
0.275,I received my TCS ion nqt result Im happy with small achievementTCS thank you to give me this opportunity,07-03-2021
0.6,RT IBMDeveloper Learn best practices for integrating applications Cover real world scenarios from our partner TCS Get handso,07-03-2021
-0.11250000000000004,RT rajeevjassal Why dgshipgoi website cannot be maintained by major IT company like TCSPlatform is outdated only supports Internet,07-03-2021
0.6,Learn best practices for integrating applications Cover real world scenarios from our partner TCS Get h,07-03-2021
0.0,Head of TMT Sales TCS Priyaka Sethi on coopetition in the tech industry Companies have started realising tha,07-03-2021
0.0,The Tech panel at mediatelco2021 has started tackling the increasing convergence of media and technology and the,07-03-2021
0.0,SecySanjay MOSMEA MEAIndia passportsevamea IndianDiplomacy indiandiplomats rpodelhi rpotrivandrum,07-03-2021
0.0,RT ResilienceFirst Last week to register to our webinar on Decarbonisation in manufacturing where well be exploring the role tech dis,07-03-2021
-0.11250000000000004,RT rajeevjassal Why dgshipgoi website cannot be maintained by major IT company like TCSPlatform is outdated only supports Internet,07-03-2021
0.0,RT TCSUKI How can we reimagine our workplaces to create a brighter future Ramkumar Chandrasekaran of TCS shares his thoughts,07-03-2021
0.05,Deeply honoured to have been recognised Risk Professional of the Year 2021 in the Women in Technology amp Data Awa,07-03-2021
